frame,object_id,lat_dist,long_dist,abs_vel,rel_vel,is_cipv,lane_association,lane_right_boundary,lane_left_boundary,ego_vel,ego_acc,ego_yaw
1001000000,3698,3.472688437,31.99772453,9.155257225,7.107323647,0,3,-1.749040842,1.750993967,2.047933578,6.165585518,-0.075250269
1001000000,3702,-0.031883463,37.53517914,3.833367109,1.78543365,1,1,-1.749040842,1.750993967,2.047933578,6.165585518,-0.075250269
1001000000,3708,-0.060427282,78.8771286,5.363887787,3.31595397,0,1,-1.749040842,1.750993967,2.047933578,6.165585518,-0.075250269
1001000000,3701,3.453506708,57.2938118,3.516159058,1.46822536,0,3,-1.749040842,1.750993967,2.047933578,6.165585518,-0.075250269
1001000000,3705,-0.044642884,55.62072754,2.855222464,0.807288945,0,1,-1.749040842,1.750993967,2.047933578,6.165585518,-0.075250269
1001000000,3709,-3.559945107,76.02616119,3.516544104,1.468610644,0,2,-1.749040842,1.750993967,2.047933578,6.165585518,-0.075250269
1001000000,3706,-3.545082569,55.64173508,1.972297549,-0.075636007,0,2,-1.749040842,1.750993967,2.047933578,6.165585518,-0.075250269
1001050000,3703,-3.546780348,43.92566299,1.696409106,-0.631587386,0,2,-1.749773264,1.750261545,2.327996492,5.601261616,-0.069870684
1001050000,3698,3.463583469,32.3499527,9.28441906,6.956423283,0,3,-1.749773264,1.750261545,2.327996492,5.601261616,-0.069870684
1001050000,3702,-0.042656958,37.62041855,3.969044685,1.641048193,1,1,-1.749773264,1.750261545,2.327996492,5.601261616,-0.069870684
1001050000,3708,-0.082306445,79.03559875,5.413208961,3.085212708,0,1,-1.749773264,1.750261545,2.327996492,5.601261616,-0.069870684
1001050000,3701,3.438106298,57.36452866,3.669258833,1.341262221,0,3,-1.749773264,1.750261545,2.327996492,5.601261616,-0.069870684
1001050000,3705,-0.060184058,55.66389465,3.203108788,0.875112355,0,1,-1.749773264,1.750261545,2.327996492,5.601261616,-0.069870684
1001050000,3709,-3.581107616,76.09938812,3.800113201,1.47211659,0,2,-1.749773264,1.750261545,2.327996492,5.601261616,-0.069870684
1001050000,3706,-3.559833527,55.63295364,2.261159182,-0.066837132,0,2,-1.749773264,1.750261545,2.327996492,5.601261616,-0.069870684
1001100000,3703,-3.538987398,43.89564896,1.997187972,-0.616800785,0,2,-1.749529123,1.750505686,2.613988638,5.719839573,-0.073247583
1001100000,3698,3.469845533,32.68917847,9.311354637,6.697365284,0,3,-1.749529123,1.750505686,2.613988638,5.719839573,-0.073247583
1001100000,3702,-0.03577048,37.69957352,4.132338047,1.51834929,1,1,-1.749529123,1.750505686,2.613988638,5.719839573,-0.073247583
1001100000,3708,-0.068659484,79.18511963,5.54254961,2.928560495,0,1,-1.749529123,1.750505686,2.613988638,5.719839573,-0.073247583
1001100000,3701,3.448049068,57.42635727,3.767412186,1.153423429,0,3,-1.749529123,1.750505686,2.613988638,5.719839573,-0.073247583
